DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	size
G001777695	880149
G001777775	797185
G001777815	653542
G001777825	809049
G001777855	757774
G001777945	2780121
G001778055	938303
G001778075	986500
G001778085	927938
G001778155	885981
G001778165	1670295
G001778195	872364
G001778235	1088258
G001778255	1699384
G001778275	1020795
G001778285	932610
G001778315	1695167
G001778395	873312
G001778415	844183
G001778435	592788
G001778455	1955059
G001778465	837139
G001778535	652930
G001778545	644067
G001778555	840825
G001778595	853445
G001778615	577812
G001778635	833541
G001778655	916096
G001778665	685520
G001778705	699563
G001778735	806761
G001778755	846712
G001778775	664376
G001778855	827048
G001778875	740563
G001778905	745416
G001778935	813392
G001778955	757524
G001778975	591864
G001779015	975187
G001779055	1307812
G001779065	1011601
G001779095	1466945
G001779115	1330369
G001779135	1397841
G001779145	780341
G001779195	1553119
G001779235	1288562
G001779255	1311063
G001779265	1293209
G001779275	1358475
G001779345	913950
G001779385	1294862
G001779475	455427
G001779505	512995
G001779535	608199
G001779555	609252
G001779575	528733
G001779585	729802
G001779595	646917
G001779615	725964
G001779655	844291
G001779665	618354
G001779735	874849
G001779745	727190
G001779755	671580
G001779835	1002489
G001779875	1741902
G001779895	848702
G001779915	555565
G001779925	1075229
G001779955	862074
G001779985	852684
G001779995	795324
G001780055	851614
G001780065	867410
G001780145	821058
G001780165	3722320
G001780215	648756
G001780235	653370
G001780275	1713569
G001780315	983230
G001780385	5236627
G001780415	596010
G001780425	882813
G001780445	814835
G001780475	770605
G001780495	674691
G001780515	654571
G001780535	534728
G001780555	760864
G001780565	776096
G001780595	605305
G001780605	891645
G001780635	655062
G001780645	814440
G001780695	784961
G001780705	758746
G001780725	886299
G001780775	796513
G001780795	883905
G001780805	2667161
G001780825	4170026
G001780865	1301615
G001780895	942875
G001780955	1270953
G001781095	667081
G001781105	869063
G001781175	862658
G001781195	716541
G001781205	828497
G001781255	825933
G001781275	741590
G001781285	676382
G001781335	867957
G001781355	841427
G001781375	882077
G001781415	962770
G001781435	629313
G001781445	808394
G001781465	904852
G001781515	880595
G001781525	533142
G001781555	682109
G001781565	684694
G001781605	877618
G001781625	512403
G001781675	615568
G001781685	873411
G001781725	878666
G001781795	805717
G001781805	962580
G001781845	601349
G001781875	781479
G001781885	594662
G001781935	804773
G001781965	1972833
G001781995	1232512
G001782035	726490
G001782045	798884
G001782085	849851
G001782115	598828
G001782125	692208
G001782205	649002
G001782265	824587
G001782295	749358
G001782355	1115365
G001782395	704736
G001782415	821705
G001782435	547896
G001782445	966394
G001782475	787844
G001782495	725899
G001782525	902951
G001782595	851565
G001782605	743474
G001782645	818109
G001782685	634919
G001782735	848748
G001782805	992300
G001782815	660717
G001782825	1005716
G001782875	1042001
G001782895	680532
G001782905	935985
G001782935	1003792
G001782955	1018519
G001782965	966805
G001782975	779681
G001783015	950365
G001783035	983287
G001783045	1110770
G001783065	1049968
G001783095	805466
G001783105	962267
G001783135	814391
G001783145	854266
G001783185	970672
G001783215	1074339
G001783255	1022340
G001783315	1007905
G001783335	848802
G001783355	652615
G001783375	711265
G001783415	828269
G001783435	954102
G001783445	686003
G001783465	682554
G001783485	851103
G001783515	819113
G001783525	632575
G001783565	757479
G001783595	717032
G001783635	778731
G001783645	731629
G001783775	982227
G001783805	897674
G001783845	647239
G001783885	618020
G001783905	554929
G001783975	636653
G001784045	668674
G001784055	680392
G001784095	872306
G001784115	1110745
G001784175	4388263
G001784235	927388
G001784255	712692
G001784275	870492
G001784285	1100898
G001784315	958676
G001784325	992078
G001784355	786881
G001784365	961551
G001784395	829198
G001784435	1146634
G001784455	708199
G001784485	2996068
G001784535	2086402
G001784555	2109814
G001784565	2265812
G001784585	1942096
G001784615	2456486
G001784695	724422
G001784715	608150
G001784725	940613
G001784775	899105
G001784795	879548
G001784805	988700
G001784815	758527
G001784875	1005247
G001784885	1081183
G001784895	1117683
G001784915	839149
G001784955	991447
G001784965	839866
G001784975	1045383
G001785005	1017474
G001785035	3084114
G001785275	752752
G001785295	511728
G001785415	707353
G001785465	774829
G001785485	590999
G001785515	553880
G001785545	474981
G001785595	633787
G001785615	613937
G001785675	629603
G001785695	753014
G001785785	557218
G001785805	486472
G001785815	487362
G001785895	736887
G001785985	669556
G001786045	757441
G001786055	561746
G001786095	509331
G001786125	630629
G001786175	499456
G001786195	767545
G001786225	525811
G001786255	749402
G001786325	592858
G001786355	719911
G001786505	2048639
G001786555	2429821
G001786575	789426
G001786615	711513
G001786735	539899
G001786745	556503
G001786795	621168
G001786805	869879
G001786885	695207
G001786905	661065
G001786965	584524
G001787125	644665
G001787245	733573
G001787315	610744
G001787335	3505604
G001787375	815532
G001787395	787698
G001787405	831884
G001787455	863781
G001787475	726290
G001787485	965183
G001787535	1196444
G001787555	1065995
G001787565	968079
G001787585	1126856
G001787615	887802
G001787625	757838
G001787675	1012902
G001787705	1147819
G001787725	1485759
G001787755	1562227
G001787775	1198715
G001787795	1561603
G001787805	1241233
G001787865	1318182
G001787885	1136135
G001787915	978947
G001787945	874030
G001787965	875819
G001787985	1192998
G001788045	869865
G001788055	1222529
G001788095	1093306
G001788125	866826
G001788165	628619
G001788195	1258557
G001788215	853359
G001788225	1226552
G001788235	926317
G001788275	814379
G001788295	900803
G001788305	1202956
G001788325	839692
G001788355	1216931
G001788375	850038
G001788565	687546
G001788635	2265163
G001788645	793759
G001788675	850235
G001788685	837919
G001788715	826567
G001788755	1543728
G001788765	1217677
G001788795	1239484
G001788805	1255228
G001788835	1499810
G001788845	1057643
G001788875	1028294
G001788885	1084986
G001788915	855402
G001788925	1166479
G001788955	917216
G001788995	1113564
G001789005	807000
G001789035	840026
G001789045	895810
G001789075	1557021
G001789085	1575364
G001789115	1057030
G001789125	1561261
G001789155	1381997
G001789165	1548689
G001789275	5337885
G001789285	1321726
G001789325	853394
G001789365	935885
G001789405	1072753
G001789435	1065979
G001789445	857712
G001789475	921680
G001789515	708812
G001789535	928657
G001789545	802195
G001789555	1201202
G001789635	1453138
G001789645	1343624
G001789675	880471
G001789695	1143032
G001789715	967289
G001789725	658267
G001789745	1037374
G001789775	838272
G001789795	900937
G001789805	1005527
G001789855	467269
G001789875	1030848
G001789895	1005666
G001789935	743041
G001789955	710819
G001789965	925264
G001789995	750803
G001790005	854716
G001790035	919362
G001790045	1216931
G001790075	920933
G001790095	1216931
G001790115	1216931
G001790125	831500
G001790155	1218000
G001790165	907604
G001790195	1216967
G001790365	1220755
G001790435	1173572
G001790445	856182
G001790455	661502
G001790495	586511
G001790525	793886
G001790575	768878
G001790625	664287
G001790645	2110701
G001790675	2493865
G001790695	4677126
G001790715	2000362
G001790765	703602
G001790785	2625290
G001790815	1022808
G001790825	962199
G001790855	2681228
G001790865	2746771
G001790905	734298
G001790975	1141316
G001790985	1007796
G001791005	1011606
G001791035	927625
G001791065	749779
G001791115	958782
G001791135	886499
G001791145	872208
G001791155	1008437
G001791195	1074869
G001791205	1032681
G001791245	860014
G001791275	979332
G001791295	1047645
G001791305	1070576
G001791335	663148
G001791375	642212
G001791385	1128740
G001791415	1070568
G001791425	795264
G001791455	1074415
G001791465	967388
G001791475	667850
G001791505	898202
G001791535	1069357
G001791555	1042193
G001791565	1005836
G001791575	702475
G001791635	702004
G001791645	1123060
G001791655	769820
G001791715	882956
G001791725	1101304
G001791735	1091692
G001791745	1036605
G001791795	3669112
G001791885	997932
G001791935	852577
G001791965	1091254
G001792005	967855
G001792035	678860
G001792065	1098813
G001792075	1113300
G001792155	1018413
G001792165	778876
G001792215	1022316
G001792225	840001
G001792255	982917
G001792265	842582
G001792295	827260
G001792305	850044
G001792335	1075313
G001792345	1173957
G001792375	1135353
G001792415	1009818
G001792425	772714
G001792465	809763
G001792495	985619
G001792535	1077170
G001792545	1159183
G001792575	1047494
G001792585	1155219
G001792925	619231
G001792935	1074609
G001792995	1021774
G001793005	1125654
G001793015	1152146
G001793075	976957
G001793085	931661
G001793095	1126128
G001793105	1251834
G001793165	1032589
G001793185	935143
G001793255	1074938
G001793335	879897
G001793345	618855
G001793355	583907
G001793455	678478
G001793465	782127
G001793475	964925
G001793535	582301
G001793545	574068
G001793575	590644
G001793615	580743
G001793625	519185
G001793635	807181
G001793665	774464
G001793705	597322
G001793715	606270
G001793755	596803
G001793815	728415
G001793855	588889
G001793865	729804
G001793895	824713
G001793935	814881
G001793945	878700
G001793975	848643
G001794015	707814
G001794025	704475
G001794055	799807
G001794065	584846
G001794095	1009588
G001794105	756253
G001794125	761941
G001794145	901718
G001794195	674209
G001794215	970849
G001794285	913742
G001794295	706893
G001794375	1029476
G001794385	751899
G001794435	861746
G001794475	1029503
G001794485	567079
G001794515	598235
G001794555	891809
G001794575	680274
G001794595	599649
G001794605	603702
G001794635	815413
G001794675	904339
G001794695	698125
G001794735	713072
G001794755	631294
G001794865	1569649
G001794895	1568548
G001794905	1258484
G001794935	1320587
G001794965	3368795
G001794985	1480800
G001795015	1736388
G001795035	1599959
G001795045	1648046
G001795085	2040649
G001795115	3981635
G001795125	3822990
G001795155	2168217
G001795165	4769172
G001795205	1451382
G001795275	722196
G001795285	3230919
G001795315	706002
G001795335	2529843
G001795365	2782668
G001795385	1974319
G001795495	1164382
G001795505	1374535
G001795535	2075809
G001795545	2742638
G001795585	1004293
G001795615	807499
G001795625	866891
G001795655	977733
G001795665	608347
G001795695	613638
G001795715	954071
G001795735	1022463
G001795775	618553
G001795795	627228
G001795825	797547
G001795855	767938
G001795875	619996
G001795975	715268
G001796065	1177368
G001796095	1172283
G001796105	1019933
G001796175	1397302
G001796185	1387015
G001796235	1537590
G001796255	1575869
G001796275	1413529
G001796285	1542182
G001796315	1418742
G001796335	3374887
G001796355	2894515
G001796365	3406294
G001796415	1678903
G001796445	874462
G001796475	2487961
G001796495	1496600
G001796515	1934179
G001796525	1167938
G001796555	1236644
G001796575	1264389
G001796595	1566114
G001796605	1439981
G001796635	1870244
G001796655	794357
G001796675	1126229
G001796685	1604083
G001796725	1318877
G001796755	1740281
G001796765	2818119
G001796785	2262251
G001796805	1624459
G001796835	2164037
G001796845	2232681
G001796865	2271133
G001796885	1762356
G001796915	1503933
G001796965	1806597
G001797045	1536042
G001797075	2297287
G001797095	2496606
G001797105	4012724
G001797155	1468333
G001797165	2850011
G001797185	3234968
G001797195	2441455
G001797235	2045472
G001797255	1874891
G001797275	2828382
G001797285	1638237
G001797335	1999042
G001797435	3154694
G001797465	2625013
G001797495	1751043
G001797505	1955540
G001797515	1770541
G001797585	2404318
G001797595	1734663
G001797665	2441904
G001797675	3227972
G001797695	2591217
G001797735	1431679
G001797745	2536257
G001797785	1554239
G001797845	2430621
G001797895	1844051
G001797935	1549187
G001797945	2409351
G001798005	2239633
G001798015	1192119
G001798055	1095648
G001798085	2043746
G001798105	1740682
G001798155	1903522
G001798185	1977829
G001798235	1706382
G001798265	1747573
G001798315	1870700
G001798395	1011554
G001798415	2637408
G001798425	2714239
G001798475	1585218
G001798485	2214114
G001798535	1764685
G001798605	6365462
G001798625	2582685
G001798655	6510817
G001798685	2753654
G001798715	1734556
G001798755	3186402
G001798805	2647353
G001798855	3825374
G001798915	1992138
G001798945	1113098
G001798975	817820
G001799015	1607820
G001799025	1614986
G001799065	1999829
G001799095	2229744
G001799115	1272443
G001799195	4641089
G001799255	2463609
G001799285	3036381
G001799325	1427483
G001799395	4738565
G001799405	3232233
G001799425	1691769
G001799505	2697712
G001799555	1843056
G001799565	2631312
G001799575	2664090
G001799745	2306322
G001799775	2696281
G001799795	1359521
G001799915	2300804
G001799925	1528275
G001799975	1890766
G001800015	2229389
G001800095	1650723
G001800205	1730183
G001800235	2281792
G001800245	2751571
G001800315	2413529
G001800325	1929367
G001800355	2011692
G001800375	3091750
G001800425	1841772
G001800455	1946950
G001800475	2398452
G001800495	2198698
G001800525	2162045
G001800565	1896915
G001800635	1798920
G001800675	1520809
G001800735	1494907
G001800745	1546722
G001800755	1762618
G001800795	1588817
G001800815	1868766
G001800825	2210690
G001800835	2223560
G001800865	2157194
G001800985	4540244
G001801015	4527004
G001801235	575999
G001801285	1184118
G001801305	1370507
G001801315	1220045
G001801345	1187666
G001801375	1479947
G001801405	1477790
G001801425	1855086
G001801465	2398516
G001801485	2537316
G001801495	1706887
G001801575	2033387
G001801605	1811150
G001801625	1431043
G001801635	1457137
G001801665	1307828
G001801725	945778
G001801755	1850420
G001801785	1395024
G001801815	1740090
G001801825	2440289
G001801885	2345669
G001801915	1856668
G001801945	1403244
G001801985	944853
G001802045	2645735
G001802095	2962879
G001802205	3918148
G001802215	2302958
G001802265	4532133
G001802335	1836596
G001802355	2241638
G001802405	1568935
G001802445	1671405
G001802455	1591911
G001802505	1257284
G001802535	1580116
G001802575	1485479
G001802615	1585438
G001802645	4280425
G001802785	3338821
G001802795	3831595
G001802805	3818899
G001802865	2740348
G001802895	2158540
G001802995	1908153
G001803025	4280002
G001803075	2176693
G001803105	4346285
G001803165	4405326
G001803205	3121694
G001803225	5164209
G001803255	2056378
G001803285	3806696
G001803315	4090690
G001803345	4399495
G001803365	1497423
G001803415	1369768
G001803445	654762
G001803465	1083413
G001803475	866795
G001803505	740757
G001803525	2194295
G001803535	1597555
G001803565	3667056
G001803605	2292831
G001803615	1450656
G001803635	2472158
G001803645	2579265
G001803685	1369857
G001803705	3162748
G001803715	1405470
G001803765	3857978
G001803785	2608363
G001803815	1566243
G001803845	1744752
G001803885	1660570
G001803925	1719853
G001803945	1933175
G001803955	1369490
G001803975	1056001
G001804005	921780
G001804045	2045377
G001804055	1790555
G001804065	1312468
G001804105	724153
G001804125	1526646
G001804155	2636838
G001804165	1433776
G001804205	1843590
G001804225	1200785
G001804255	1358324
G001804305	1289911
G001804315	2235349
G001804395	2335743
G001804445	776603
G001804545	3684731
G001804555	3137134
G001804565	2652894
G001804605	3844292
G001804625	3073191
G001804635	3185664
G001804665	4122923
G001804785	3776931
G001804885	5678892
G001804905	1822471
G001804915	1586753
G001804945	1827444
G001804965	2038848
G001804975	1659630
G001805005	1883825
G001805025	1731153
G001805085	3353072
G001805105	1986041
G001805125	2933690
G001805135	1790261
G001805165	1501108
G001805185	1248704
G001805205	2053697
G001805235	1156351
G001805295	1676393
G001805365	1333919
G001805375	2400356
G001805475	827680
G001805565	898107
G001805575	1312436
G001805605	764338
G001805765	704252
G001805775	909001
G001805805	1251955
G001805845	865632
G001805855	1236538
G001805895	936235
G001806055	2037360
G001806075	1201266
G001806105	1650543
G001806225	1864121
G001806235	1607312
G001807285	2422248
G001807435	2168922
G001807655	1914489
G001808025	5836832
G001808185	3788814
G001808335	2421537
G001808965	4330333
G001809255	1899912
G001811135	1893491
G001812065	2405291
G001812345	2402476
G001812395	1922812
G001813085	2064328
G001813205	1592142
G001814535	2628118
G001814805	2406825
G001816025	4830264
G001816375	956702
G001816405	953848
G001816425	843579
G001816455	840956
G001816475	958425
G001816555	697680
G001816575	901658
G001816585	1254643
G001816635	832262
G001816645	882399
G001816695	594602
G001816735	486575
G001816795	816703
G001816815	716521
G001816835	806729
G001816895	820764
G001816915	1211858
G001816955	1214076
G001816975	827425
G001816985	613186
G001816995	823188
G001817035	778473
G001817055	884266
G001817065	1362175
G001817095	970698
G001817115	883870
G001817135	1151254
G001817145	1173626
G001817175	1002649
G001817215	608236
G001817255	1053163
G001817265	879605
G001817305	834980
G001817345	943148
G001817385	569135
G001817415	773774
G001817495	1056120
G001817505	973170
G001817575	771390
G001817585	613013
G001817635	507262
G001817675	475445
G001817685	461877
G001817715	439691
G001817735	578317
G001817755	745897
G001817805	498071
G001817875	667198
G001817915	752398
G001817925	486892
G001817975	790760
G001817995	839317
G001818015	541659
G001818055	762241
G001818075	918784
G001818085	889526
G001818105	969913
G001818135	802204
G001818155	1072735
G001818175	1054222
G001818205	773242
G001818315	1163392
G001818335	1074363
G001818365	860072
G001818395	869668
G001818435	1087364
G001818445	904089
G001818475	959512
G001818495	899340
G001818535	549543
G001818545	558618
G001818595	494941
G001818615	670991
G001818625	1072345
G001818655	648384
G001818675	667488
G001818695	754398
G001818705	546056
G001818735	1128712
G001818755	1141783
G001818835	594480
G001818855	915654
G001818895	777651
G001818915	542913
G001818945	1279554
G001818975	1274965
G001818995	1296610
G001819015	866097
G001819035	1323466
G001819055	1222224
G001819075	876182
G001819095	1366402
G001819135	755293
G001819255	585621
G001819295	524341
G001819315	635481
G001819335	552629
G001819345	629099
G001819395	808436
G001819475	673036
G001819495	761679
G001819535	565585
G001819635	740603
G001819735	1004695
G001819785	840755
G001819815	836986
G001819855	647689
G001819875	990529
G001819905	689570
G001819945	783717
G001819975	604892
G001819985	939072
G001820055	623063
G001820095	743289
G001820115	866573
G001820135	732447
G001820145	687622
G001820175	821145
G001820225	694087
G001820295	736672
G001820305	790665
G001820325	727491
G001820355	821629
G001820395	743406
G001820405	760381
G001820445	760098
G001820475	760823
G001820515	757236
G001820535	761321
G001820555	728516
G001820565	1213772
G001820595	647934
G001820635	1178636
G001820675	1097461
G001820685	1147531
G001820715	1093773
G001820725	767394
G001820755	725510
G001820775	1310180
G001820815	613061
G001820825	790353
G001820855	725068
G001820875	921489
G001820885	556114
G001820905	884588
G001820935	849092
G001820955	1011203
G001820985	783811
G001821015	887479
G001821035	968467
G001821055	754352
G001821065	920131
G001821115	724427
G001821135	644823
G001821155	691763
G001821165	974506
G001821185	1024860
G001821215	964122
G001821235	748155
G001821245	752271
G001821275	799328
G001821295	1008403
G001821305	706266
G001821355	582116
G001821375	598867
G001821385	936139
G001821395	1248108
G001821435	992589
G001821455	494071
G001821575	865908
G001821685	549089
G001821725	669974
G001821755	815215
G001821795	766425
G001821805	836748
G001821835	560281
G001821845	561287
G001821925	687235
G001821935	740502
G001822005	560134
G001822075	762385
G001822135	760812
G001822155	725335
G001822165	667828
G001822215	570380
G001822295	692645
G001822305	1103478
G001822325	1025229
G001822345	979924
G001822375	738190
G001822385	800309
G001822415	1039369
G001822425	688499
G001822455	770112
G001822475	569732
G001822495	743936
G001822505	918591
G001822535	978807
G001822555	902586
G001822595	645574
G001822615	667511
G001822625	905805
G001822655	923489
G001822675	777556
G001822705	621935
G001822735	751161
G001822755	758080
G001822765	665768
G001822815	827286
G001822835	865335
G001822865	699607
G001822895	923479
G001822905	873695
G001822935	966660
G001822975	596851
G001823015	681786
G001823055	610990
G001823155	514678
G001823165	584419
G001823235	543220
G001823295	559527
G001823315	526072
G001823375	748778
G001823415	747816
G001823495	776001
G001823505	759654
G001823535	757440
G001823545	740909
G001823695	603298
G001823715	599392
G001823735	582828
G001823745	464520
G001823795	494507
G001823815	702639
G001823825	795918
G001823875	588280
G001823895	663776
G001823945	641781
G001823995	717313
G001824005	622703
G001824025	554924
G001824075	464326
G001824095	690768
G001824135	484814
G001824155	597447
G001824195	640077
G001824235	610899
G001824255	482730
G001824275	744429
G001824295	728731
G001824315	534146
G001824325	1012319
G001824355	977414
G001824375	478164
G001824395	1300062
G001824435	1210108
G001824455	1830730
G001824485	2418909
G001824605	1351215
G001824635	2621454
G001824645	1932364
G001824675	2342246
G001824685	3278908
G001824735	948629
G001824755	764778
G001824825	707755
G001824885	648542
G001824925	915055
G001824985	528552
G001825005	609760
G001825065	512820
G001825075	775023
G001825215	463895
G001825235	672473
G001825295	806462
G001825315	617965
G001825325	479148
G001825335	510477
G001825395	611437
G001825405	628166
G001825445	733524
G001825485	575582
G001825495	545562
G001825555	721447
G001825635	1434371
G001825655	1650346
G001825665	4827106
G001825715	2466617
G001828265	4893468
G001828345	2508143
G001828415	1249585
G001828445	2019143
G001828535	1594210
G001828545	1495470
G001828635	2210795
G001828645	1545353
G001828765	3474931
G001829005	3303715
G001829035	3304765
G001829155	3041875
G001829255	2979399
G001829375	4202118
G001829395	2526093
G001829415	3543039
G001829425	1474773
G001829455	3563195
G001829555	1496048
G001829605	2305037
G001829625	1906285
G001829655	1698683
G001829675	2182863
G001829695	1723710
G001829705	1865831
G001829715	2501187
G001829755	1465159
G001829775	1572598
G001829785	2342198
G001829835	2019583
G001829875	2058599
G001829915	1755148
G001829935	862668
G001829955	1235150
G001829965	2174425
G001829995	1276494
G001830015	2161296
G001830035	1247001
G001830045	2054970
G001830065	2183655
G001830095	2174656
G001830115	1388926
G001830135	852988
G001830155	3785777
G001830165	2204903
G001830285	2106129
G001830315	1884647
G001830325	2112926
G001830535	1032911
G001830645	3426446
G001830665	1636743
G001830685	1435770
G001830715	951418
G001830725	2156479
G001830745	2176059
G001830775	1815804
G001830805	2360463
G001830835	2599854
G001830855	2856481
G001830865	2155962
G001830895	925570
G001830905	2170461
G001830945	2197232
G001830975	2180504
G001831055	1296502
G001831495	3861670
G001832905	2157756
G001853345	4923741
G001854105	2098685
G001854205	9384763
G001854245	4455399
G001854465	2143397
G001854555	4854417
G001854605	4856394
G001854655	8361025
G001856685	2207832
G001856825	1687956
G001856845	1827255
G001857665	3298172
G001858025	5938148
G001858115	3556598
G001858125	3594524
G001858325	4149715
G001858525	3030228
G001865575	7829542
G001865655	4399611
G001865765	2337866
G001865835	4065010
G001865855	8304518
G001866515	5969261
G001866985	2403454
G001867005	2403533
G001867045	2403502
G001867465	1898461
G001867525	1965363
G001867535	1983393
G001867555	1842730
G001867615	2000007
G001867795	1902788
G001867835	1886021
G001867875	1921702
G001867915	1890232
G001867975	1956141
G001868045	1890640
G001868055	2014016
G001868105	1934790
G001868115	1938768
G001868145	1924289
G001868185	1978057
G001868195	1935183
G001868205	1979372
G001868225	2047588
G001868275	1875288
G001868315	1942692
G001868345	1860059
G001868405	1939222
G001868425	1978110
G001868525	1886381
G001868545	1982692
G001868555	1935305
G001868715	2024759
G001868805	1863379
G001869295	2036137
G001869305	2020104
G001869395	1891558
G001869405	1938238
G001869445	2018634
G001869655	1969703
G001869735	1949700
G001869815	1938054
G001869885	1935032
G001869945	1901973
G001869985	1946661
G001870005	2051419
G001870015	1969879
G001870125	2989777
G001870225	3049282
G001870485	3819538
G001870665	3893644
G001870675	3504907
G001870735	7560024
G001870905	4795982
G001871035	1005070
G001871115	2990386
G001871125	2088276
G001871165	696515
G001871235	635779
G001871285	1035425
G001871315	2318166
G001871325	3659623
G001871365	713886
G001871415	1534662
G001871435	837160
G001871445	1040600
G001871475	1154623
G001871535	1178602
G001871575	1221537
G001871685	1793524
G001871765	681623
G001871815	1169003
G001871835	471552
G001871865	924845
G001871895	2362022
G001871925	2445008
G001871995	771475
G001872005	641908
G001872035	770971
G001872105	956248
G001872165	1474363
G001872225	687496
G001872245	830170
G001872265	555297
G001872305	651023
G001872335	947625
G001872385	637227
G001872425	759879
G001872435	692593
G001872485	527314
G001872505	494858
G001872545	1061238
G001872575	1368207
G001872685	3022545
G001872735	1839891
G001872775	1289228
G001872865	776045
G001872925	1227779
G001872935	880072
G001872945	895686
G001872985	2825442
G001872995	2110980
G001873005	1075595
G001873045	903907
G001873075	2090967
G001873115	2515961
G001873135	1992130
G001873185	3583302
G001873245	752568
G001873265	1502367
G001873305	622542
G001873365	4818830
G001873375	3495288
G001873405	526254
G001873435	976464
G001873465	463448
G001873485	651172
G001873495	713871
G001873515	619304
G001873525	895012
G001873565	1170047
G001873595	919287
G001873625	825475
G001873675	2030295
G001873715	2430873
G001873745	3039660
G001873755	1443902
G001873785	567895
G001873795	2310158
G001873845	1660967
G001873875	896114
G001873905	2574348
G001873945	2148420
G001874005	3439766
G001874025	1191412
G001874155	2569663
G001874165	1705329
G001874305	3755514
G001874325	2516828
G001874625	4889093
G001875255	2921957
G001875345	1177165
G001875425	1042930
G001875605	997997
G001875845	2435796
G001875875	2376320
G001875905	2218671
G001876005	2372854
G001876035	2378368
G001876055	2466200
G001876085	2445565
G001876095	2448783
G001876115	2453791
G001876175	2396013
G001876195	2285638
G001876255	2369434
G001878675	3917759
G001878775	3220005
G001879715	4015438
G001880325	2388273
G001881485	1325615
G001881495	1493003
G001881585	4705751
G001884305	2181636
G001884705	8360800
G001884735	4073955
G001884825	2367232
G001885655	5117533
G001886395	4927947
G001886435	4652214
G001886695	2724951
G001886715	7310115
G001886815	4978541
G001886915	1983917
G001887245	2667837
G001887285	3410829
G001887595	4765486
G001888055	1750840
G001888095	1990446
G001888885	9560682
G001889005	2978889
G001889025	2533041
G001889065	2519568
G001889105	6751508
G001889145	2370282
G001889305	1521287
G001889405	2022959
G001889965	1000920
G001890035	674219
G001890045	592841
G001890765	5050153
G001890925	4106736
G001890965	11346547
G001890975	5826181
G001894865	5673710
G001895925	5684389
G001896565	2881270
G001896635	1930657
G001896645	2261550
G001896655	2862036
G001896705	2034069
G001896715	2687785
G001896725	2181761
G001896965	3133412
G001897035	3818148
G001897185	2529957
G001897225	2834110
G001897295	904897
G001897305	900471
G001897445	1883020
G001897475	1559746
G001897525	4727320
G001897535	3123620
G001897605	3417378
G001897855	3991360
G001898035	4525478
G001898225	9249445
G001898235	3594628
G001898335	4167186
G001898405	5582235
G001898485	5487359
G001898495	4839047
G001898505	7898456
G001898575	8675361
G001898935	4182621
G001899005	4184439
G001899145	3521150
G001899155	3801142
G001899175	3272986
G001899315	5494645
G001899335	1818269
G001899365	1989720
G001899385	1841220
G001899395	2205122
G001899425	2197281
G001899445	1778734
G001899505	3142726
G001899605	6139489
G001899705	6323005
G001901525	2106857
G001902315	2745675
G001902575	1369609
G001902585	1370347
G001902615	5830096
G001904615	4065636
G001904635	5148315
G001904645	5639496
G001904655	5009995
G001904715	9049214
G001904725	7410502
G001905365	8892300
G001907205	4172554
G001907975	3506707
G001908185	8705449
G001908275	7098239
G001908775	5625449
G001909285	2920709
G001913845	4690918
G001914135	2402586
G001914235	3868181
G001914375	1641674
G001914405	2141311
G001914715	5044779
G001914735	7412957
G001914775	2818596
G001914785	4577825
G001914855	959510
G001914875	1522885
G001914935	1024402
G001915055	2886927
G001915065	1787276
G001915265	1756821
G001915415	1685559
G001915435	3110197
G001915455	4882528
G001915495	2992278
G001915615	4167409
G001915655	3970265
G001915695	2871413
G001915735	2130588
G001915895	1839501
G001916135	2813909
G001916165	3263217
G001916175	1784841
G001916215	2046136
G001916225	2488784
G001916295	1487884
G001916305	1893690
G001916345	1982440
G001916415	2566844
G001916495	1773270
G001916635	1402823
G001916695	693014
G001916755	1154130
G001916835	1464929
G001916865	2406810
G001916895	2314418
G001917015	2494553
G001917065	1635924
G001917115	2032656
G001917125	1836284
G001917135	1904577
G001917235	2080934
G001917285	1228110
G001917295	2966498
G001917435	4455545
G001917455	2429085
G001917495	1757384
G001917505	1208569
G001917575	837508
G001917705	1181613
G001917825	946456
G001917855	2079062
G001917935	854927
G001917965	1171444
G001917995	1380582
G001918165	1173289
G001918235	1778318
G001918255	1381394
G001918315	1608276
G001918335	1446632
G001918395	1589196
G001918455	1446230
G001918475	1451029
G001918525	694682
G001918595	1939901
G001918745	1775681
G001918765	1325436
G001918845	1135807
G001918885	3389462
G001918905	2301052
G001918935	2865787
G001919105	3187983
G001919145	1408448
G001919175	1621432
G001919285	1500861
G001919305	1129023
G001919385	1253028
G001919435	1107721
G001919445	1955410
G001919455	3181833
G001919485	2245651
G001919715	3861114
G001919845	1379563
G001919995	2577001
G001920155	1994477
G001920165	2866932
G001920195	791431
G001920235	3137331
G001920375	2743891
G001920395	1055503
G001920575	1541694
G001920655	1867800
G001920725	1405881
G001920795	1973337
G001920815	2136595
G001920835	1055261
G001920875	3444861
G001921215	9535536
G001922025	2726576
G001922265	2368140
G001922545	1156110
G001922565	3999042
G001922575	3876499
G001922955	4836222
G001924935	3974626
G001924945	4604222
G001927245	5043263
G001931505	1821632
G001931535	16040666
G001931655	3503318
G001932165	1835603
G001932175	1837815
G001932215	1860019
G001932225	1821814
G001932235	1857847
G001932595	3354469
G001932735	3349099
G001932755	3308199
G001932775	3285457
G001932795	3429719
G001932815	3515614
G001932835	3516383
