DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	completeness
G000754505	36.21
G000755145	98.39
G000755225	99.5
G000755245	98.65
G000755265	93.98
G000755305	97.47
G000755385	96.13
G000755505	94.17
G000755705	100.0
G000756225	96.39
G000756305	99.56
G000756355	100.0
G000756415	98.81
G000756435	98.81
G000756615	99.8
G000756655	100.0
G000756665	100.0
G000756715	97.99
G000756735	98.65
G000756775	100.0
G000756795	99.25
G000756815	100.0
G000757385	99.65
G000757425	97.9
G000757525	98.8
G000757605	84.39
G000757725	99.52
G000757785	99.93
G000757825	99.99
G000757865	99.18
G000757905	99.46
G000758165	99.97
G000758685	99.8
G000758725	99.85
G000758775	99.53
G000758825	96.55
G000758845	96.74
G000758905	96.45
G000758925	98.3
G000758945	100.0
G000758965	99.4
G000759025	100.0
G000759055	98.33
G000759065	99.36
G000759345	100.0
G000759435	99.42
G000759445	99.59
G000759475	99.92
G000759535	99.75
G000759655	83.79
G000759675	99.39
G000759695	98.18
G000759715	97.69
G000759795	98.02
G000759855	99.46
G000759865	99.18
G000759935	99.18
G000759955	100.0
G000760155	99.86
G000760175	99.73
G000760215	100.0
G000760235	99.18
G000760255	100.0
G000760275	99.86
G000760355	100.0
G000760375	99.86
G000760615	97.4
G000760695	97.22
G000760735	99.75
G000761095	98.6
G000761155	98.38
G000761445	99.54
G000761485	98.74
G000762045	97.86
G000762265	100.0
G000762845	99.18
G000762865	99.29
G000762875	95.62
G000763095	99.7
G000763135	99.65
G000763295	100.0
G000763315	99.08
G000763375	99.49
G000763385	99.18
G000763535	99.26
G000763575	98.93
G000763765	98.34
G000763785	99.9
G000763805	98.74
G000763885	99.39
G000763905	99.64
G000763945	99.98
G000764025	96.5
G000764075	98.81
G000764165	98.74
G000764185	99.49
G000764205	97.64
G000764495	92.72
G000764535	99.66
G000764555	98.71
G000764755	95.97
G000764775	96.04
G000765165	99.31
G000765215	97.56
G000765235	98.66
G000765475	100.0
G000765665	99.53
G000765745	97.95
G000766665	99.72
G000766805	98.88
G000766865	96.69
G000767055	99.67
G000767135	82.47
G000767155	100.0
G000767165	99.13
G000767175	99.71
G000767275	96.49
G000767305	100.0
G000767465	99.93
G000767615	98.68
G000768065	99.84
G000768315	99.7
G000768335	99.57
G000768345	99.59
G000768355	100.0
G000768675	99.46
G000768685	100.0
G000768695	100.0
G000768705	100.0
G000768855	98.92
G000768875	98.92
G000768955	99.45
G000769075	98.51
G000769115	98.79
G000769435	99.62
G000769655	100.0
G000769825	99.46
G000769915	99.65
G000769935	99.65
G000770305	99.52
G000770585	99.24
G000770635	99.33
G000770675	99.33
G000770795	99.66
G000771745	99.15
G000771775	100.0
G000771785	100.0
G000771795	100.0
G000771805	100.0
G000771955	100.0
G000772105	100.0
G000772295	100.0
G000772365	99.44
G000772395	100.0
G000772535	99.96
G000772915	98.48
G000772945	99.34
G000772955	99.34
G000772965	99.34
G000773015	98.01
G000773975	100.0
G000775285	96.7
G000775575	99.34
G000775595	98.66
G000775615	99.33
G000775775	89.54
G000783305	99.37
G000784335	99.11
G000784355	98.37
G000784835	100.0
G000784965	99.95
G000785105	99.38
G000785435	100.0
G000785495	99.22
G000785515	99.34
G000785535	99.31
G000785705	99.93
G000785985	100.0
G000786005	96.7
G000786105	95.52
G000786195	99.18
G000786205	99.25
G000786575	99.52
G000786645	99.17
G000786655	99.34
G000787385	94.9
G000787395	99.83
G000787675	99.89
G000787735	100.0
G000787795	98.95
G000787835	98.84
G000789235	99.67
G000789255	99.84
G000789395	99.19
G000789415	100.0
G000797445	99.59
G000797465	99.06
G000797495	99.37
G000798815	99.05
G000798825	98.36
G000798955	90.43
G000799115	99.02
G000799195	100.0
G000799285	98.46
G000799305	100.0
G000799335	100.0
G000799385	99.49
G000799465	99.67
G000799565	99.67
G000800015	100.0
G000800155	99.54
G000800295	98.48
G000800395	96.49
G000800475	100.0
G000800805	97.85
G000800935	98.2
G000800955	99.34
G000801275	99.18
G000801295	98.9
G000801315	100.0
G000802045	93.28
G000802205	98.06
G000802225	99.88
G000802235	99.48
G000802245	99.46
G000802305	99.49
G000802385	98.08
G000803065	99.47
G000803105	99.5
G000803625	65.38
G000803645	99.64
G000805385	99.81
G000805675	99.78
G000806225	99.52
G000806415	99.59
G000807215	98.91
G000807225	99.65
G000807255	100.0
G000807275	98.31
G000807715	99.6
G000807855	98.51
G000807925	99.48
G000812025	99.34
G000812185	99.51
G000812565	98.51
G000812585	98.61
G000812665	98.85
G000812685	99.39
G000812865	100.0
G000812875	100.0
G000813025	97.51
G000813145	99.33
G000813185	98.0
G000813245	99.26
G000813345	99.62
G000813665	95.27
G000813765	99.68
G000813845	99.71
G000814025	99.25
G000814325	100.0
G000814475	99.51
G000814675	100.0
G000814685	94.67
G000814825	100.0
G000814865	99.56
G000815025	80.14
G000815185	99.17
G000815225	96.63
G000815465	100.0
G000816085	99.43
G000816105	100.0
G000816145	100.0
G000816185	98.78
G000816345	98.78
G000816445	62.42
G000816495	99.73
G000816565	98.85
G000816675	97.93
G000816845	99.44
G000817085	80.75
G000817095	63.59
G000817105	90.17
G000817115	83.76
G000817245	98.42
G000817295	91.46
G000817325	99.73
G000817735	53.79
G000817955	99.84
G000818035	99.68
G000818095	99.12
G000818195	97.09
G000818395	99.84
G000819445	99.67
G000819545	99.36
G000819565	99.55
G000819865	99.97
G000820125	100.0
G000820205	100.0
G000820505	99.35
G000820525	97.37
G000820625	97.07
G000820705	98.39
G000820725	96.32
G000820765	97.99
G000820845	96.53
G000821045	98.6
G000821065	99.33
G000821085	97.22
G000821105	100.0
G000821265	100.0
G000824705	100.0
G000824785	99.51
G000824825	99.64
G000825765	100.0
G000826065	98.25
G000826085	97.41
G000826105	98.3
G000826125	99.34
G000826145	100.0
G000826185	98.7
G000826525	99.82
G000826645	99.65
G000826655	99.5
G000826685	99.45
G000827005	99.89
G000827125	99.35
G000827595	99.89
G000827695	99.05
G000828075	99.52
G000828085	100.0
G000828125	100.0
G000828475	97.78
G000828515	98.75
G000828575	100.0
G000828615	98.78
G000828635	97.67
G000828655	96.55
G000828675	99.84
G000828715	99.67
G000828815	100.0
G000828835	94.52
G000828895	98.21
G000828915	97.86
G000828975	99.38
G000829035	99.46
G000829195	97.35
G000829235	84.86
G000829315	100.0
G000829355	97.3
G000829395	99.46
G000829415	100.0
G000829435	99.34
G000829455	99.37
G000829465	96.82
G000829515	98.68
G000829545	98.11
G000829555	98.68
G000829675	99.73
G000829755	99.32
G000829905	100.0
G000830005	99.84
G000830175	98.36
G000830255	98.37
G000830275	90.65
G000830295	86.92
G000830885	99.01
G000830905	99.01
G000830925	99.01
G000830965	99.19
G000830985	94.58
G000831005	95.48
G000831385	97.78
G000831485	99.62
G000831645	99.48
G000832015	100.0
G000832065	99.72
G000832075	99.46
G000832085	99.46
G000832145	100.0
G000832305	99.94
G000832545	100.0
G000832605	99.34
G000832905	100.0
G000832985	99.43
G000833025	99.65
G000833105	99.19
G000833335	99.82
G000833575	99.78
G000834015	99.26
G000834055	97.95
G000835165	99.89
G000855665	99.1
G000875775	100.0
G000875895	99.45
G000875945	96.89
G000876205	99.46
G000876225	100.0
G000877395	98.26
G000878885	98.68
G000878905	99.22
G000931935	99.35
G000934225	98.13
G000934435	74.6
G000934465	98.86
G000934545	97.51
G000934685	99.28
G000934705	100.0
G000934725	99.25
G000934745	99.78
G000934755	100.0
G000934765	100.0
G000934845	98.63
G000935025	99.54
G000935065	97.83
G000935125	99.2
G000935165	95.37
G000935205	98.28
G000936425	100.0
G000938265	99.12
G000938285	100.0
G000938305	99.55
G000938975	100.0
G000939975	99.52
G000940805	97.47
G000940995	98.91
G000941055	99.67
G000942395	100.0
G000943555	99.01
G000946815	94.7
G000947195	99.73
G000948185	98.66
G000948975	99.49
G000949015	98.78
G000949255	96.58
G000949295	98.29
G000949425	99.26
G000949475	99.89
G000949635	97.8
G000949895	99.93
G000949955	97.34
G000950095	97.42
G000950415	99.28
G000950575	99.51
G000951135	99.02
G000952155	94.22
G000952975	98.95
G000953015	100.0
G000953115	99.2
G000953135	99.43
G000953195	98.65
G000953215	98.32
G000953275	99.51
G000953395	22.26
G000953435	27.08
G000953475	99.32
G000953535	100.0
G000953635	100.0
G000953655	98.83
G000953695	99.7
G000953715	100.0
G000953735	100.0
G000953825	100.0
G000953855	99.64
G000953875	99.94
G000954135	99.94
G000955725	99.52
G000955735	96.01
G000955745	95.07
G000955905	100.0
G000955975	99.47
G000956175	100.0
G000956315	100.0
G000956415	99.37
G000956465	99.49
G000956475	99.49
G000956505	99.49
G000956525	99.49
G000956535	98.99
G000956575	98.99
G000958505	99.46
G000959245	100.0
G000959725	100.0
G000960475	98.7
G000960735	99.45
G000960765	98.15
G000960885	99.26
G000960975	99.22
G000961095	99.52
G000961135	98.39
G000961655	98.39
G000961805	94.9
G000961955	94.79
G000962825	99.47
G000963695	95.12
G000963705	93.71
G000963865	99.01
G000963885	98.51
G000963905	100.0
G000963925	100.0
G000963945	100.0
G000963965	100.0
G000964005	99.17
G000964085	99.37
G000964095	99.93
G000964225	100.0
G000964245	99.5
G000964305	99.82
G000964365	88.2
G000964385	98.51
G000964565	99.55
G000964585	99.51
G000964595	94.79
G000964605	99.51
G000964615	67.66
G000964745	98.68
G000964785	97.72
G000964795	100.0
G000964915	97.75
G000964995	90.97
G000965005	100.0
G000965125	99.36
G000965745	97.94
G000966245	100.0
G000966265	100.0
G000966835	99.18
G000967195	96.72
G000967245	98.78
G000967305	100.0
G000967425	100.0
G000967585	100.0
G000967625	100.0
G000967645	99.57
G000967725	99.39
G000967805	99.65
G000967825	99.39
G000967895	99.71
G000967915	98.0
G000968055	100.0
G000968075	97.97
G000968085	99.91
G000968135	99.5
G000968175	100.0
G000968195	100.0
G000968255	99.89
G000968335	99.67
G000968355	100.0
G000968395	100.0
G000968435	100.0
G000968455	97.93
G000968465	99.57
G000968535	99.6
G000969305	98.14
G000969415	99.59
G000969445	98.8
G000969605	99.84
G000969645	98.72
G000969705	99.15
G000969835	99.62
G000969885	99.84
G000969905	99.84
G000969925	99.84
G000969945	99.35
G000969965	99.84
G000969985	99.84
G000970005	99.84
G000970025	99.84
G000970045	99.84
G000970065	99.84
G000970085	99.84
G000970125	99.84
G000970145	99.84
G000970165	100.0
G000970185	100.0
G000970205	100.0
G000970245	100.0
G000970265	99.18
G000970285	100.0
G000970305	99.18
G000970325	100.0
G000970345	98.26
G000970395	72.08
G000970455	99.32
G000970465	99.44
G000970675	98.68
G000970685	98.68
G000970735	97.4
G000970775	97.4
G000970795	98.95
G000970855	97.65
G000970885	99.55
G000970895	45.29
G000971055	99.55
G000971275	99.49
G000971295	98.84
G000971975	99.19
G000972245	99.27
G000972495	99.4
G000972575	99.45
G000972765	98.63
G000972805	99.12
G000972865	100.0
G000972925	98.64
G000972995	99.45
G000973005	99.45
G000973065	99.42
G000973085	98.88
G000973105	99.67
G000973505	96.25
G000973545	96.25
G000973625	99.04
G000973725	99.7
G000974245	98.51
G000974365	98.1
G000974425	99.7
G000974445	99.51
G000974765	99.35
G000974785	99.51
G000975095	97.11
G000975265	77.34
G000978555	100.0
G000978935	100.0
G000978945	100.0
G000978955	100.0
G000979015	100.0
G000979095	100.0
G000979105	100.0
G000979125	100.0
G000979185	100.0
G000979455	99.84
G000979515	100.0
G000979555	100.0
G000979575	99.35
G000979675	100.0
G000979745	100.0
G000979755	100.0
G000979815	100.0
G000979825	100.0
G000979845	100.0
G000979855	100.0
G000979895	100.0
G000979995	100.0
G000980375	89.74
G000980455	89.74
G000980495	100.0
G000980515	92.06
G000980655	94.62
G000980735	58.59
G000980745	45.37
G000980755	48.88
G000980765	56.35
G000980815	99.78
G000980835	99.38
G000980875	95.71
G000980895	99.23
G000981035	97.55
G000981225	97.34
G000981505	98.27
G000981525	98.49
G000981545	98.25
G000981645	91.47
G000981705	83.92
G000981725	82.66
G000981765	100.0
G000981785	99.89
G000982415	100.0
G000982715	99.33
G000982825	99.97
G000983115	96.55
G000986655	97.72
G000986785	98.72
G000987385	49.51
G000987765	98.65
G000987775	99.33
G000987835	98.36
G000988095	99.53
G000988325	100.0
G000989195	54.67
G000989245	73.82
G000989255	83.15
G000989305	74.84
G000989325	73.82
G000989435	58.25
G000989525	85.33
G000989565	75.49
G000989595	70.22
G000989635	80.9
G000989665	56.93
G000989675	70.61
G000989685	70.22
G000989705	75.55
G000989765	70.22
G000989775	69.51
G000989825	70.22
G000989845	56.44
G000989855	56.44
G000989865	56.44
G000989925	70.22
G000989955	88.14
G000989975	85.39
G000990005	56.44
G000990025	67.16
G000990055	50.03
G000990085	71.24
G000990125	73.82
G000990145	60.15
G000990275	78.84
G000990305	52.89
G000990325	80.24
G000990355	68.48
G000990445	54.86
G000990465	51.53
G000990485	51.9
G000990495	76.73
G000990505	56.6
G000990515	75.52
G000990565	62.13
G000990595	67.23
G000990665	66.35
G000990725	73.82
G000990805	68.94
G000990885	63.37
G000990945	68.26
G000990965	68.69
G000990985	72.34
G000991025	57.55
G000991135	75.55
G000991185	57.8
G000991205	56.93
G000991245	71.29
G000991265	59.72
G000991285	72.87
G000991295	47.41
G000991325	62.77
G000991335	79.98
G000991385	83.08
G000991405	80.05
G000991445	66.63
G000991485	77.8
G000991495	50.69
G000991525	52.67
G000991535	46.39
G000991575	84.2
G000991645	66.44
G000991655	78.86
G000991725	58.2
G000991735	77.8
G000991815	50.4
G000991845	79.98
G000991855	71.29
G000991925	48.2
G000991935	70.3
G000991965	83.87
G000991975	64.37
G000992005	76.73
G000992015	60.4
G000992085	65.91
G000992095	54.78
G000992125	49.26
G000992135	53.9
G000992155	58.05
G000992165	53.47
G000992205	78.36
G000992255	47.19
G000992285	73.82
G000992305	76.34
G000992325	58.22
G000992345	68.07
G000992365	57.39
G000992375	68.81
G000992395	58.91
G000992445	74.01
G000992485	67.92
G000992505	65.09
G000992565	56.99
G000992575	69.8
G000992605	71.39
G000992615	69.8
G000992645	64.85
G000992665	68.81
G000992685	66.67
G000992695	82.31
G000992725	70.95
G000992745	68.81
G000992765	69.8
G000992775	61.21
G000992825	43.76
G000992905	60.2
G000992925	53.76
G000992955	48.42
G000993015	81.17
G000993025	56.84
G000993085	53.05
G000993105	60.2
G000993115	55.78
G000993135	47.54
G000993185	64.85
G000993275	73.76
G000993305	48.48
G000993335	62.48
G000993365	54.42
G000993375	57.18
G000993405	72.26
G000993415	56.38
G000993445	43.03
G000993485	71.78
G000993535	52.48
G000993565	79.15
G000993595	82.48
G000993615	86.63
G000993695	59.8
G000993785	95.82
G000993805	98.53
G000993845	77.09
G000993865	36.39
G000993875	78.58
G000993925	47.19
G000993955	54.34
G000994025	56.62
G000994085	61.77
G000994095	55.09
G000994165	65.84
G000994225	58.49
G000994285	45.54
G000994305	63.97
G000994325	49.71
G000994355	66.75
G000994385	54.48
G000994395	63.58
G000994465	47.5
G000994485	56.02
G000994515	60.78
G000994545	59.72
G000994565	49.23
G000994625	57.73
G000994635	49.71
G000994655	61.27
G000994675	74.26
G000994705	70.9
G000994785	57.24
G000994805	65.83
G000994815	57.33
G000994825	65.75
G000994865	71.53
G000994895	53.63
G000994995	54.75
G000995065	75.0
G000995125	50.0
G000995135	64.0
G000995155	56.81
G000995215	65.84
G000995235	76.57
G000995285	51.54
G000995295	73.76
G000995395	70.37
G000995475	48.75
G000995565	63.43
G000995585	42.53
G000995625	57.24
G000995665	53.57
G000995715	71.24
G000995735	78.58
G000995795	56.88
G000995805	64.99
G000995845	64.36
G000995865	43.11
G000995915	54.95
G000995945	73.84
G000995965	89.5
G000995995	39.54
G000996025	61.68
G000996035	78.58
G000996085	60.72
G000996105	70.46
G000996165	56.35
G000996185	57.24
G000996205	78.58
G000996245	71.78
G000996275	85.39
G000996315	57.29
G000996355	69.8
G000996445	60.2
G000996475	47.83
G000996505	59.14
G000996525	62.87
G000996555	59.72
G000996605	73.57
G000996615	73.98
G000996635	59.37
G000996665	53.54
G000996685	64.06
G000996695	50.39
G000996715	70.79
G000996735	60.89
G000996765	65.84
G000996785	40.93
G000996895	75.71
G000996965	69.66
G000996975	42.98
G000996985	64.11
G000997025	50.44
G000997055	62.87
G000997065	65.84
G000997105	51.53
G000997135	47.62
G000997145	70.36
G000997185	75.0
G000997225	54.57
G000997345	49.4
G000997355	68.5
G000997385	60.65
G000997405	62.41
G000997445	65.84
G000997475	60.5
G000997505	43.44
G000997545	55.71
G000997565	47.73
G000997575	65.65
G000997595	60.06
G000997615	70.53
G000997645	65.91
G000997715	43.69
G000997745	68.81
G000997795	59.34
G000997825	57.95
G000997865	68.81
G000997875	76.57
G000997945	65.59
G000997955	57.34
G000998025	53.77
G000998045	63.83
G000998065	57.24
G000998105	61.79
G000998125	77.01
G000998135	62.93
G000998145	72.26
G000998185	59.41
G000998195	75.13
G000998235	61.55
G000998275	57.34
G000998315	54.33
G000998395	63.94
G000998425	58.09
G000998465	75.98
G000998475	60.09
G000998515	65.84
G000998545	71.18
G000998555	75.71
G000998635	77.53
G000998705	77.43
G000998715	60.32
G000998805	56.01
G000998845	59.28
G000998865	50.06
G000998905	50.79
G000998935	57.35
G000998975	56.99
G000999025	70.18
G000999035	72.12
G000999065	52.97
G000999085	74.43
G000999145	73.56
G000999165	48.02
G000999175	56.32
G000999185	61.56
G000999255	69.8
G000999305	76.57
G000999315	83.8
G000999325	71.64
G000999365	79.78
G000999385	72.26
G000999395	69.83
G000999405	76.57
G000999445	62.5
G000999475	54.25
G000999505	76.57
G000999585	75.71
G000999595	52.64
G000999665	56.98
G000999675	47.52
G000999715	69.31
G000999765	44.5
G000999805	53.21
G000999865	51.24
G000999925	67.22
G000999945	47.6
G000999965	75.46
G001000005	68.94
G001000025	44.55
G001000035	55.49
G001000065	78.02
G001000105	70.99
G001000125	77.53
G001000145	51.31
G001000185	46.53
G001000205	57.34
G001000215	69.68
G001000245	59.81
G001000285	76.15
G001000305	54.96
G001000315	53.67
G001000345	64.76
G001000385	47.93
G001000395	86.91
G001000435	53.03
G001000465	56.84
G001000475	57.85
G001000505	50.39
G001000585	60.11
G001000595	60.51
G001000625	58.33
G001000665	61.5
G001000675	58.95
G001000705	73.98
G001000745	51.49
G001000795	70.3
G001000815	59.36
G001000865	61.69
G001000945	60.09
G001000955	63.46
G001000965	61.3
G001001005	52.71
G001001045	53.87
G001001055	60.41
G001001115	52.28
G001001125	60.8
G001001155	52.97
G001001205	72.66
G001001285	75.99
G001001305	64.81
G001001345	68.32
G001001365	60.41
G001001375	55.12
G001001425	60.92
G001001445	63.68
G001001455	53.05
G001001485	62.09
G001001525	89.5
G001001555	52.72
G001001575	64.76
G001001625	52.76
G001001635	56.84
G001001645	59.9
G001001655	55.94
G001001705	55.61
G001001715	55.36
G001001795	58.8
G001001845	40.98
G001001885	66.01
G001001925	58.42
G001001935	38.78
G001001955	66.01
G001002005	75.11
G001002015	58.74
G001002035	52.22
G001002095	73.41
G001002165	57.29
G001002185	52.56
G001002205	56.35
G001002285	63.68
G001002295	62.76
G001002325	58.91
G001002345	54.28
G001002355	42.98
G001002405	52.85
G001002415	58.82
G001002455	46.91
G001002485	67.53
G001002525	58.91
G001002565	70.79
G001002585	56.67
G001002605	62.78
G001002655	47.27
G001002765	70.79
G001002785	51.46
G001002795	57.52
G001002845	41.28
G001002885	53.87
G001002965	65.74
G001003045	67.56
G001003065	66.83
G001003085	55.75
G001003095	60.09
G001003155	50.99
G001003165	49.37
G001003225	61.95
G001003245	42.67
G001003265	47.84
G001003305	42.66
G001003325	49.36
G001003345	56.48
G001003385	57.83
G001003415	59.9
G001003425	60.09
G001003465	48.71
G001003525	51.25
G001003585	54.06
G001003605	61.51
G001003645	53.76
G001003675	52.64
G001003705	67.43
G001003725	60.4
G001003755	61.55
G001003785	69.11
G001003805	58.86
G001003845	41.74
G001003855	59.41
G001003905	68.12
G001004005	67.82
G001004025	72.6
G001004055	67.21
G001004105	77.01
G001004225	55.14
G001004265	54.0
G001004285	55.84
G001004305	54.67
G001004355	53.82
G001004375	73.43
G001004435	56.16
G001004445	73.43
G001004485	43.56
G001004575	45.05
G001004665	75.29
G001004735	59.45
G001004755	73.8
G001004775	68.17
G001004835	51.35
G001004905	58.09
G001004965	52.21
G001004985	45.81
G001005015	53.82
G001005035	43.39
G001005085	100.0
G001005145	100.0
G001005175	100.0
G001005215	100.0
G001005265	98.68
G001005305	99.59
G001005315	99.48
G001005825	99.02
G001005905	99.43
G001006045	100.0
G001006065	92.84
G001006085	93.39
G001006305	100.0
G001006805	99.22
G001007025	99.49
G001007045	99.49
G001007065	99.49
G001007085	99.49
G001007105	99.49
G001007125	99.49
G001007145	99.49
G001007605	99.67
G001007625	87.36
G001007635	89.95
G001007665	96.06
G001007875	99.77
G001007935	99.76
G001007995	99.15
G001008165	99.48
G001008755	98.95
G001010185	92.9
G001010245	96.99
G001010285	100.0
G001010485	99.01
G001010805	100.0
G001010945	99.54
G001011035	100.0
G001011155	99.92
G001012655	98.83
G001012675	98.83
G001012735	98.73
G001012745	98.83
G001012775	99.73
G001012815	96.54
G001012825	99.85
G001013375	99.46
G001013905	100.0
G001014615	99.3
G001014645	99.89
G001015055	96.64
G001017125	99.02
G001017175	99.22
G001017435	99.84
G001017485	99.59
G001017615	99.34
G001017655	92.74
G001020565	99.67
G001020585	99.04
G001020955	99.94
G001020985	98.9
G001021025	99.1
G001021045	99.45
G001021065	100.0
G001021085	95.72
G001021165	98.28
G001021385	99.81
G001021495	99.94
G001021505	99.55
G001021555	99.25
G001021715	99.01
G001021935	99.93
G001021975	100.0
G001022135	99.34
G001022195	100.0
G001023575	99.15
G001025035	97.44
G001025155	99.77
G001025175	100.0
G001026905	100.0
G001026945	99.56
G001026985	100.0
G001027005	99.84
G001027025	98.28
G001027285	99.35
G001027545	95.51
G001027745	97.61
G001027865	100.0
G001027925	99.93
G001027945	99.66
G001028025	99.42
G001028525	39.46
G001028545	55.76
G001028585	82.06
G001028605	40.22
G001028625	99.48
G001028645	99.81
G001028705	99.46
G001029265	99.37
G001029285	99.43
G001029295	98.28
G001029445	99.05
G001029455	98.84
G001029505	97.81
G001029635	60.09
G001029675	66.5
G001029715	64.85
G001029795	73.43
G001029935	98.24
G001037925	98.29
G001038205	97.74
G001038425	99.34
G001038485	99.34
G001038505	98.94
G001038565	97.35
G001038625	99.31
G001039045	99.02
G001039265	84.81
G001039275	99.73
G001039475	99.34
G001039555	99.67
G001039575	96.77
G001039615	99.34
G001039635	98.14
G001039735	99.18
G001040845	99.73
G001040865	96.34
G001040945	99.87
G001042405	98.38
G001042525	99.82
G001042545	99.82
G001042595	100.0
G001042635	100.0
G001042675	99.77
G001042695	99.3
G001042715	99.29
G001043175	99.99
G001043915	97.66
G001044175	95.04
G001044195	83.47
G001044235	100.0
G001044245	99.44
G001044335	99.13
G001044395	99.84
G001044495	39.66
G001044505	18.97
G001045435	100.0
G001045465	100.0
G001045525	97.74
G001045555	100.0
G001045675	100.0
G001046635	99.82
G001046855	92.43
G001046875	97.39
G001046955	99.29
G001047095	98.52
G001047115	98.78
G001047135	98.52
G001047215	99.34
G001047375	99.19
G001047695	100.0
G001049335	99.21
G001049355	100.0
G001049735	99.09
G001049775	98.39
G001049895	98.46
G001049915	98.25
G001050095	98.78
G001050115	99.04
G001050135	100.0
G001050215	92.73
G001050235	97.27
G001050255	92.73
G001050275	99.09
G001050305	96.69
G001050375	94.45
G001050435	99.38
G001050475	99.48
G001050535	88.26
G001050835	98.4
G001051235	96.48
G001051995	99.9
G001054195	99.53
G001054655	98.91
G001054945	98.74
G001055535	99.84
G001055885	99.89
G001056295	99.4
G001057055	99.53
G001062815	99.73
G001062845	99.73
G001063195	99.45
G001063255	99.7
G001063475	99.57
G001064655	99.73
G001064665	99.73
G001065625	99.73
G001065675	99.73
G001068545	99.81
G001070095	99.96
G001070855	100.0
G001074355	99.45
G001077715	90.7
G001077815	99.14
G001077885	98.34
G001078055	99.95
G001078275	99.53
G001078595	98.99
G001083795	95.13
G001122605	100.0
G001179925	85.89
G001179945	63.27
G001180045	32.08
G001180065	70.66
G001180145	54.87
G001180165	51.44
G001180325	86.46
G001182045	98.12
G001182745	99.75
G001182825	95.93
G001182895	98.71
G001183545	100.0
G001183565	98.7
G001183965	96.99
G001184205	98.06
G001184755	99.73
G001185205	98.6
G001186405	93.17
G001187435	98.31
G001187555	100.0
G001187595	99.44
G001187615	94.46
G001187725	99.73
G001187785	99.64
G001187845	99.39
G001187865	99.69
G001188365	98.95
G001188545	99.71
G001188915	98.86
G001189075	84.77
G001189095	75.29
G001189105	69.41
G001189195	56.56
G001189215	75.29
G001189275	100.0
G001189295	90.58
G001189495	100.0
G001189535	100.0
G001189575	100.0
G001189915	99.52
G001189955	99.87
G001189965	99.47
G001190015	69.49
G001190745	97.47
G001190755	98.95
G001190785	95.07
G001190945	100.0
G001191005	99.9
G001192655	76.84
G001192795	91.82
G001192835	97.67
G001202015	99.6
G001202025	98.48
G001202035	100.0
G001205715	98.85
G001235865	99.82
G001242845	91.67
G001243045	97.93
G001243895	97.27
G001244495	97.82
G001244545	100.0
G001244995	99.33
G001247715	98.57
G001247745	100.0
G001258055	99.77
G001261715	100.0
G001261735	100.0
G001261775	98.52
G001262015	99.32
G001262035	99.66
G001262055	99.76
G001262075	99.02
G001262495	99.49
G001262595	99.69
G001262605	97.32
G001262635	99.36
G001262715	99.25
G001263175	92.26
G001263205	96.13
G001263355	99.3
G001263395	93.86
G001263415	99.49
G001263615	79.89
G001263755	99.14
G001263795	100.0
G001264245	98.79
G001265075	99.43
G001266655	100.0
G001266675	100.0
G001266695	100.0
G001266715	100.0
G001266735	100.0
G001267155	98.87
G001267175	96.59
G001267535	99.47
G001267865	99.18
G001267925	96.55
G001267945	100.0
G001267955	99.35
G001269425	97.5
G001269985	100.0
G001270065	99.35
G001270375	82.21
G001270745	100.0
G001270965	100.0
G001273385	95.79
G001273495	61.99
G001273775	95.91
G001273835	98.83
G001273895	99.34
G001274535	98.88
G001274715	99.22
G001274775	99.34
G001274875	96.62
G001274895	100.0
G001274915	99.33
G001274935	99.43
G001274945	99.34
G001275035	98.89
G001275135	99.26
G001275345	99.34
G001275395	99.52
G001275645	99.85
G001276545	99.67
G001276605	71.76
G001276615	72.78
G001276625	29.21
G001276715	100.0
G001277345	99.85
G001277855	97.38
G001277995	99.45
G001278035	99.3
G001278055	99.03
G001278075	99.93
G001278115	99.65
G001278705	97.56
G001278755	100.0
G001278805	99.17
G001279585	100.0
G001279695	99.49
G001279725	99.11
G001279985	100.0
G001280145	99.69
G001280225	98.77
G001280435	99.67
G001280505	99.67
G001280515	99.34
G001280545	90.42
G001280565	99.0
G001280845	99.73
G001280865	99.61
G001280875	98.83
G001281045	98.87
G001281115	99.28
G001281175	97.39
G001281385	98.68
G001281405	97.12
G001281465	98.92
G001281505	95.0
G001281525	99.34
G001281695	99.39
G001282625	100.0
G001282665	98.6
G001282685	97.99
G001282725	99.29
G001282785	96.58
G001282905	98.68
G001282925	99.22
G001282945	99.16
G001283065	98.8
G001283625	29.31
G001286805	96.95
G001291445	99.81
G001292585	96.94
G001292625	99.57
G001292705	98.99
G001293125	95.0
G001293165	99.17
G001293525	99.84
G001293545	98.18
G001293565	99.48
G001294205	99.57
G001294445	97.52
G001294455	99.95
G001294465	100.0
G001294525	99.22
G001294535	99.64
G001294685	100.0
G001294745	99.66
G001295265	100.0
G001295365	99.41
G001295775	99.36
G001295795	99.71
G001295845	100.0
G001295865	98.91
G001295905	99.38
G001295935	99.07
G001296005	100.0
G001296025	99.54
G001296055	99.48
G001296945	97.3
G001297025	96.5
G001297765	100.0
G001297905	94.08
G001298135	97.33
G001298265	99.37
G001298445	96.99
G001298465	99.88
G001298505	99.45
G001298575	99.89
G001298675	99.07
