DATASET_SIMPLEBAR
SEPARATOR TAB
DATASET_LABEL	coding density
G000754505	96.14
G000755145	91.16
G000755225	89.59
G000755245	86.4
G000755265	90.58
G000755305	92.13
G000755385	85.96
G000755505	90.52
G000755705	91.6
G000756225	80.34
G000756305	84.82
G000756355	88.19
G000756415	82.71
G000756435	83.62
G000756615	86.22
G000756655	88.1
G000756665	88.46
G000756715	89.83
G000756735	90.85
G000756775	89.58
G000756795	91.66
G000756815	86.94
G000757385	90.76
G000757425	86.26
G000757525	89.27
G000757605	79.54
G000757725	88.46
G000757785	87.95
G000757825	88.67
G000757865	86.93
G000757905	83.68
G000758165	90.26
G000758685	85.2
G000758725	86.28
G000758775	91.06
G000758825	90.6
G000758845	89.58
G000758905	90.92
G000758925	86.54
G000758945	88.65
G000758965	88.71
G000759025	89.09
G000759055	91.74
G000759065	90.07
G000759345	90.54
G000759435	88.87
G000759445	85.61
G000759475	87.32
G000759535	89.39
G000759655	78.94
G000759675	83.33
G000759695	91.68
G000759715	92.3
G000759795	89.24
G000759855	89.41
G000759865	89.49
G000759935	89.44
G000759955	90.57
G000760155	88.89
G000760175	89.51
G000760215	89.03
G000760235	86.75
G000760255	88.92
G000760275	88.91
G000760355	88.86
G000760375	88.87
G000760615	88.39
G000760695	75.23
G000760735	91.85
G000761095	87.5
G000761155	88.92
G000761445	89.1
G000761485	90.05
G000762045	88.36
G000762265	83.49
G000762845	92.56
G000762865	89.22
G000762875	88.74
G000763095	83.22
G000763135	92.05
G000763295	88.58
G000763315	85.23
G000763375	91.73
G000763385	83.6
G000763535	88.16
G000763575	86.57
G000763765	85.37
G000763785	89.14
G000763805	90.16
G000763885	89.05
G000763905	89.41
G000763945	90.83
G000764025	92.15
G000764075	83.75
G000764165	90.33
G000764185	85.32
G000764205	86.14
G000764495	90.28
G000764535	89.45
G000764555	92.11
G000764755	88.75
G000764775	88.52
G000765165	86.82
G000765215	89.7
G000765235	86.17
G000765475	86.12
G000765665	92.53
G000765745	89.76
G000766665	85.65
G000766805	90.0
G000766865	89.33
G000767055	90.47
G000767135	89.28
G000767155	92.64
G000767165	91.37
G000767175	89.87
G000767275	91.15
G000767305	87.2
G000767465	89.66
G000767615	87.64
G000768065	90.86
G000768315	90.27
G000768335	90.37
G000768345	88.82
G000768355	90.5
G000768675	91.82
G000768685	91.94
G000768695	91.42
G000768705	91.93
G000768855	86.58
G000768875	88.07
G000768955	87.0
G000769075	86.35
G000769115	87.2
G000769435	90.79
G000769655	90.74
G000769825	88.49
G000769915	91.3
G000769935	89.36
G000770305	88.17
G000770585	88.16
G000770635	82.87
G000770675	84.5
G000770795	92.86
G000771745	92.77
G000771775	90.3
G000771785	90.71
G000771795	90.58
G000771805	90.23
G000771955	90.15
G000772105	87.73
G000772295	90.29
G000772365	90.63
G000772395	90.41
G000772535	90.37
G000772915	86.86
G000772945	83.89
G000772955	83.18
G000772965	84.78
G000773015	83.21
G000773975	87.9
G000775285	85.14
G000775575	87.18
G000775595	87.68
G000775615	87.09
G000775775	81.46
G000783305	89.55
G000784335	84.71
G000784355	87.16
G000784835	94.75
G000784965	85.73
G000785105	88.19
G000785435	87.0
G000785495	93.6
G000785515	87.53
G000785535	86.97
G000785705	88.67
G000785985	88.71
G000786005	81.66
G000786105	92.13
G000786195	89.44
G000786205	91.16
G000786575	86.17
G000786645	85.7
G000786655	88.45
G000787385	84.76
G000787395	89.87
G000787675	81.46
G000787735	88.76
G000787795	88.02
G000787835	86.8
G000789235	90.66
G000789255	92.2
G000789395	87.11
G000789415	93.27
G000797445	88.2
G000797465	92.27
G000797495	88.74
G000798815	86.51
G000798825	82.13
G000798955	87.74
G000799115	90.92
G000799195	88.2
G000799285	90.99
G000799305	91.47
G000799335	88.34
G000799385	91.64
G000799465	91.32
G000799565	88.71
G000800015	91.19
G000800155	90.87
G000800295	88.08
G000800395	88.37
G000800475	88.75
G000800805	90.84
G000800935	87.58
G000800955	89.04
G000801275	88.23
G000801295	89.34
G000801315	87.2
G000802045	86.0
G000802205	73.7
G000802225	90.4
G000802235	90.06
G000802245	85.8
G000802305	92.34
G000802385	91.4
G000803065	89.78
G000803105	89.81
G000803625	92.56
G000803645	90.46
G000805385	92.88
G000805675	90.61
G000806225	89.15
G000806415	90.39
G000807215	91.3
G000807225	85.99
G000807255	82.64
G000807275	85.34
G000807715	90.15
G000807855	87.7
G000807925	90.7
G000812025	85.49
G000812185	93.85
G000812565	86.6
G000812585	88.43
G000812665	88.26
G000812685	90.02
G000812865	88.98
G000812875	90.25
G000813025	83.9
G000813145	90.98
G000813185	85.79
G000813245	89.97
G000813345	94.0
G000813665	78.9
G000813765	89.91
G000813845	90.48
G000814025	90.2
G000814325	92.72
G000814475	93.5
G000814675	87.78
G000814685	87.8
G000814825	89.49
G000814865	88.21
G000815025	85.51
G000815185	85.86
G000815225	90.34
G000815465	87.63
G000816085	85.82
G000816105	91.33
G000816145	93.89
G000816185	94.12
G000816345	94.23
G000816445	87.71
G000816495	83.6
G000816565	89.16
G000816675	78.96
G000816845	86.29
G000817085	95.14
G000817095	94.69
G000817105	94.03
G000817115	95.39
G000817245	87.41
G000817295	76.23
G000817325	88.87
G000817735	71.09
G000817955	89.9
G000818035	84.07
G000818095	85.35
G000818195	82.66
G000818395	87.42
G000819445	91.24
G000819545	85.73
G000819565	88.92
G000819865	86.51
G000820125	88.07
G000820205	87.81
G000820505	89.45
G000820525	80.77
G000820625	79.01
G000820705	87.02
G000820725	88.01
G000820765	80.84
G000820845	88.39
G000821045	89.63
G000821065	83.48
G000821085	84.28
G000821105	89.94
G000821265	87.4
G000824705	90.94
G000824785	87.74
G000824825	86.04
G000825765	70.43
G000826065	90.63
G000826085	90.12
G000826105	89.57
G000826125	86.61
G000826145	87.77
G000826185	91.2
G000826525	88.67
G000826645	91.71
G000826655	90.8
G000826685	84.55
G000827005	86.49
G000827125	89.12
G000827595	89.48
G000827695	87.47
G000828075	79.39
G000828085	77.69
G000828125	83.23
G000828475	88.97
G000828515	81.0
G000828575	89.96
G000828615	91.1
G000828635	92.32
G000828655	94.47
G000828675	94.32
G000828715	91.31
G000828815	84.68
G000828835	86.52
G000828895	92.01
G000828915	91.52
G000828975	91.0
G000829035	84.95
G000829195	85.99
G000829235	56.32
G000829315	82.16
G000829355	78.68
G000829395	86.88
G000829415	88.6
G000829435	82.46
G000829455	85.5
G000829465	88.43
G000829515	85.52
G000829545	87.24
G000829555	84.89
G000829675	85.92
G000829755	89.2
G000829905	89.42
G000830005	88.34
G000830175	90.77
G000830255	95.32
G000830275	90.7
G000830295	92.73
G000830885	90.05
G000830905	90.25
G000830925	89.93
G000830965	90.21
G000830985	89.67
G000831005	89.43
G000831385	90.83
G000831485	88.52
G000831645	82.39
G000832015	88.37
G000832065	86.0
G000832075	90.26
G000832085	90.29
G000832145	95.21
G000832305	86.5
G000832545	90.27
G000832605	82.38
G000832905	82.12
G000832985	82.07
G000833025	86.11
G000833105	80.21
G000833335	88.5
G000833575	89.93
G000834015	85.52
G000834055	90.73
G000835165	90.19
G000855665	91.25
G000875775	89.91
G000875895	83.55
G000875945	79.86
G000876205	86.68
G000876225	89.52
G000877395	90.29
G000878885	82.69
G000878905	81.92
G000931935	84.9
G000934225	83.01
G000934435	65.65
G000934465	85.97
G000934545	91.44
G000934685	88.84
G000934705	91.24
G000934725	88.33
G000934745	86.88
G000934755	81.08
G000934765	89.38
G000934845	85.35
G000935025	90.74
G000935065	90.17
G000935125	85.39
G000935165	85.09
G000935205	86.53
G000936425	87.15
G000938265	92.04
G000938285	87.81
G000938305	87.58
G000938975	88.41
G000939975	90.76
G000940805	87.34
G000940995	85.83
G000941055	90.81
G000942395	83.54
G000943555	91.77
G000946815	80.96
G000947195	87.62
G000948185	85.96
G000948975	85.94
G000949015	89.77
G000949255	84.58
G000949295	75.82
G000949425	83.62
G000949475	89.0
G000949635	85.52
G000949895	87.97
G000949955	84.44
G000950095	85.15
G000950415	84.87
G000950575	91.6
G000951135	87.09
G000952155	86.23
G000952975	89.55
G000953015	92.15
G000953115	83.71
G000953135	86.55
G000953195	91.62
G000953215	86.32
G000953275	82.7
G000953395	94.55
G000953435	93.37
G000953475	84.61
G000953535	91.1
G000953635	89.71
G000953655	89.07
G000953695	87.06
G000953715	88.13
G000953735	85.41
G000953825	89.76
G000953855	90.52
G000953875	89.71
G000954135	89.31
G000955725	88.94
G000955735	86.13
G000955745	87.51
G000955905	92.1
G000955975	85.57
G000956175	90.19
G000956315	93.44
G000956415	91.58
G000956465	92.0
G000956475	92.91
G000956505	91.45
G000956525	92.17
G000956535	92.91
G000956575	92.66
G000958505	85.43
G000959245	87.3
G000959725	86.55
G000960475	92.24
G000960735	89.93
G000960765	83.81
G000960885	91.52
G000960975	89.11
G000961095	85.24
G000961135	88.21
G000961655	85.7
G000961805	84.2
G000961955	85.63
G000962825	89.11
G000963695	87.07
G000963705	88.33
G000963865	91.99
G000963885	89.49
G000963905	87.73
G000963925	89.27
G000963945	88.57
G000963965	88.49
G000964005	91.73
G000964085	90.36
G000964095	86.7
G000964225	89.79
G000964245	89.7
G000964305	86.78
G000964365	91.58
G000964385	89.31
G000964565	84.34
G000964585	74.03
G000964595	73.89
G000964605	73.72
G000964615	72.51
G000964745	71.83
G000964785	71.23
G000964795	73.95
G000964915	72.69
G000964995	77.82
G000965005	85.53
G000965125	71.94
G000965745	88.81
G000966245	86.04
G000966265	91.59
G000966835	81.61
G000967195	86.56
G000967245	85.82
G000967305	89.38
G000967425	89.84
G000967585	90.66
G000967625	90.68
G000967645	87.31
G000967725	91.71
G000967805	88.42
G000967825	88.85
G000967895	89.23
G000967915	90.61
G000968055	90.63
G000968075	79.12
G000968085	80.45
G000968135	90.42
G000968175	84.5
G000968195	86.61
G000968255	85.89
G000968335	88.17
G000968355	86.28
G000968395	86.25
G000968435	86.27
G000968455	71.62
G000968465	71.96
G000968535	82.52
G000969305	88.11
G000969415	88.67
G000969445	90.63
G000969605	92.16
G000969645	85.87
G000969705	90.82
G000969835	89.99
G000969885	75.46
G000969905	72.86
G000969925	75.58
G000969945	72.77
G000969965	74.34
G000969985	71.83
G000970005	74.16
G000970025	71.75
G000970045	76.37
G000970065	71.48
G000970085	76.52
G000970125	76.4
G000970145	76.97
G000970165	75.43
G000970185	75.75
G000970205	76.24
G000970245	75.6
G000970265	73.0
G000970285	75.87
G000970305	71.76
G000970325	86.63
G000970345	87.15
G000970395	57.73
G000970455	89.79
G000970465	89.07
G000970675	85.19
G000970685	86.63
G000970735	85.74
G000970775	87.41
G000970795	85.83
G000970855	86.53
G000970885	92.01
G000970895	88.1
G000971055	89.4
G000971275	87.88
G000971295	89.42
G000971975	86.94
G000972245	82.57
G000972495	84.04
G000972575	84.3
G000972765	90.98
G000972805	88.19
G000972865	87.06
G000972925	92.61
G000972995	90.02
G000973005	89.8
G000973065	81.67
G000973085	92.83
G000973105	90.24
G000973505	79.85
G000973545	74.9
G000973625	93.17
G000973725	86.24
G000974245	81.94
G000974365	89.48
G000974425	87.95
G000974445	91.52
G000974765	90.99
G000974785	93.02
G000975095	92.08
G000975265	73.74
G000978555	94.99
G000978935	75.6
G000978945	75.63
G000978955	75.59
G000979015	75.48
G000979095	75.65
G000979105	75.79
G000979125	75.6
G000979185	75.48
G000979455	76.04
G000979515	75.66
G000979555	75.62
G000979575	75.64
G000979675	75.57
G000979745	75.61
G000979755	75.5
G000979815	75.57
G000979825	75.59
G000979845	75.86
G000979855	75.84
G000979895	75.86
G000979995	75.48
G000980375	91.96
G000980455	91.47
G000980495	87.58
G000980515	87.22
G000980655	88.13
G000980735	87.44
G000980745	81.93
G000980755	74.8
G000980765	77.91
G000980815	90.53
G000980835	86.05
G000980875	91.47
G000980895	90.39
G000981035	89.47
G000981225	84.2
G000981505	94.06
G000981525	87.31
G000981545	87.48
G000981645	86.07
G000981705	81.88
G000981725	77.55
G000981765	90.75
G000981785	82.78
G000982415	88.26
G000982715	90.55
G000982825	87.07
G000983115	85.76
G000986655	88.66
G000986785	85.09
G000987385	63.93
G000987765	90.43
G000987775	91.3
G000987835	91.63
G000988095	88.39
G000988325	89.04
G000989195	86.13
G000989245	94.08
G000989255	90.28
G000989305	93.4
G000989325	93.87
G000989435	86.81
G000989525	88.75
G000989565	90.59
G000989595	94.5
G000989635	90.75
G000989665	89.02
G000989675	91.33
G000989685	94.4
G000989705	94.09
G000989765	94.45
G000989775	93.98
G000989825	94.57
G000989845	93.38
G000989855	93.78
G000989865	93.99
G000989925	94.45
G000989955	87.16
G000989975	89.71
G000990005	93.99
G000990025	90.65
G000990055	91.1
G000990085	93.58
G000990125	92.75
G000990145	90.98
G000990275	90.25
G000990305	92.11
G000990325	90.56
G000990355	88.89
G000990445	91.13
G000990465	91.14
G000990485	82.21
G000990495	90.79
G000990505	92.13
G000990515	83.47
G000990565	91.2
G000990595	85.97
G000990665	91.32
G000990725	92.98
G000990805	87.94
G000990885	83.11
G000990945	82.46
G000990965	90.53
G000990985	92.5
G000991025	90.9
G000991135	93.18
G000991185	88.94
G000991205	89.61
G000991245	86.0
G000991265	92.7
G000991285	90.35
G000991295	90.64
G000991325	85.71
G000991335	90.28
G000991385	89.84
G000991405	89.82
G000991445	87.24
G000991485	89.89
G000991495	85.93
G000991525	85.99
G000991535	93.8
G000991575	89.94
G000991645	85.89
G000991655	90.36
G000991725	92.27
G000991735	89.91
G000991815	85.77
G000991845	89.71
G000991855	88.85
G000991925	92.27
G000991935	89.68
G000991965	89.48
G000991975	91.78
G000992005	89.42
G000992015	88.91
G000992085	90.12
G000992095	91.94
G000992125	91.88
G000992135	87.43
G000992155	91.61
G000992165	84.41
G000992205	89.12
G000992255	89.71
G000992285	93.68
G000992305	90.8
G000992325	84.92
G000992345	87.37
G000992365	91.58
G000992375	86.07
G000992395	87.88
G000992445	89.88
G000992485	87.8
G000992505	87.15
G000992565	84.4
G000992575	86.48
G000992605	93.54
G000992615	86.38
G000992645	92.5
G000992665	85.95
G000992685	83.38
G000992695	91.75
G000992725	92.48
G000992745	86.0
G000992765	86.33
G000992775	92.79
G000992825	88.43
G000992905	89.82
G000992925	91.91
G000992955	89.26
G000993015	85.11
G000993025	88.43
G000993085	91.33
G000993105	88.83
G000993115	90.81
G000993135	87.3
G000993185	93.46
G000993275	85.48
G000993305	89.67
G000993335	90.94
G000993365	92.56
G000993375	85.2
G000993405	90.71
G000993415	86.41
G000993445	94.34
G000993485	85.79
G000993535	90.41
G000993565	92.83
G000993595	92.39
G000993615	91.7
G000993695	88.19
G000993785	88.98
G000993805	90.26
G000993845	90.4
G000993865	86.84
G000993875	90.26
G000993925	92.63
G000993955	90.84
G000994025	86.88
G000994085	87.29
G000994095	92.17
G000994165	85.99
G000994225	89.56
G000994285	92.76
G000994305	91.12
G000994325	90.87
G000994355	89.75
G000994385	90.79
G000994395	91.05
G000994465	92.67
G000994485	91.61
G000994515	92.35
G000994545	92.52
G000994565	91.26
G000994625	91.91
G000994635	92.21
G000994655	91.35
G000994675	89.65
G000994705	90.74
G000994785	87.15
G000994805	91.57
G000994815	93.41
G000994825	92.47
G000994865	92.19
G000994895	90.51
G000994995	87.84
G000995065	86.02
G000995125	88.26
G000995135	87.19
G000995155	87.38
G000995215	85.99
G000995235	92.42
G000995285	90.9
G000995295	91.07
G000995395	85.78
G000995475	90.99
G000995565	86.02
G000995585	93.75
G000995625	86.54
G000995665	90.33
G000995715	92.59
G000995735	90.58
G000995795	90.81
G000995805	92.28
G000995845	88.94
G000995865	92.89
G000995915	86.32
G000995945	91.02
G000995965	88.18
G000995995	91.08
G000996025	86.8
G000996035	90.29
G000996085	85.88
G000996105	90.17
G000996165	92.65
G000996185	87.29
G000996205	84.67
G000996245	86.6
G000996275	90.1
G000996315	91.73
G000996355	90.62
G000996445	93.22
G000996475	93.26
G000996505	91.81
G000996525	86.89
G000996555	92.39
G000996605	87.38
G000996615	92.0
G000996635	91.55
G000996665	89.99
G000996685	86.27
G000996695	86.6
G000996715	90.1
G000996735	92.22
G000996765	86.03
G000996785	93.37
G000996895	92.11
G000996965	88.37
G000996975	89.43
G000996985	91.35
G000997025	92.05
G000997055	86.27
G000997065	85.94
G000997105	90.81
G000997135	87.14
G000997145	92.35
G000997185	86.26
G000997225	91.23
G000997345	91.25
G000997355	90.32
G000997385	92.36
G000997405	92.43
G000997445	86.14
G000997475	84.28
G000997505	90.27
G000997545	91.28
G000997565	91.14
G000997575	89.04
G000997595	91.93
G000997615	92.88
G000997645	91.05
G000997715	89.9
G000997745	92.26
G000997795	92.69
G000997825	89.6
G000997865	92.35
G000997875	92.5
G000997945	86.54
G000997955	92.18
G000998025	91.64
G000998045	85.6
G000998065	87.77
G000998105	91.44
G000998125	91.44
G000998135	84.86
G000998145	92.25
G000998185	84.94
G000998195	92.37
G000998235	90.4
G000998275	92.02
G000998315	93.09
G000998395	92.38
G000998425	89.39
G000998465	90.35
G000998475	87.17
G000998515	86.12
G000998545	93.01
G000998555	92.31
G000998635	88.47
G000998705	92.32
G000998715	91.58
G000998805	83.94
G000998845	91.14
G000998865	89.26
G000998905	86.61
G000998935	84.83
G000998975	90.09
G000999025	90.3
G000999035	86.48
G000999065	93.34
G000999085	92.34
G000999145	92.34
G000999165	89.23
G000999175	89.12
G000999185	91.93
G000999255	87.95
G000999305	92.58
G000999315	91.93
G000999325	91.71
G000999365	88.51
G000999385	92.16
G000999395	86.89
G000999405	92.64
G000999445	89.81
G000999475	89.75
G000999505	92.15
G000999585	92.51
G000999595	89.47
G000999665	91.46
G000999675	89.9
G000999715	89.91
G000999765	87.8
G000999805	93.67
G000999865	91.31
G000999925	91.61
G000999945	91.11
G000999965	92.02
G001000005	92.26
G001000025	89.37
G001000035	91.42
G001000065	89.56
G001000105	87.96
G001000125	89.07
G001000145	84.88
G001000185	90.28
G001000205	94.32
G001000215	92.13
G001000245	90.64
G001000285	91.61
G001000305	87.06
G001000315	91.97
G001000345	93.51
G001000385	92.05
G001000395	88.29
G001000435	88.92
G001000465	94.22
G001000475	91.05
G001000505	92.23
G001000585	90.33
G001000595	88.6
G001000625	92.55
G001000665	91.23
G001000675	88.21
G001000705	92.54
G001000745	91.1
G001000795	93.26
G001000815	92.62
G001000865	91.24
G001000945	87.72
G001000955	89.66
G001000965	91.1
G001001005	92.76
G001001045	92.51
G001001055	92.81
G001001115	92.74
G001001125	90.92
G001001155	85.33
G001001205	87.55
G001001285	92.09
G001001305	85.63
G001001345	86.18
G001001365	92.8
G001001375	91.82
G001001425	86.66
G001001445	92.64
G001001455	94.08
G001001485	92.45
G001001525	88.0
G001001555	93.36
G001001575	93.9
G001001625	87.02
G001001635	92.89
G001001645	86.22
G001001655	90.13
G001001705	89.58
G001001715	93.07
G001001795	89.38
G001001845	89.33
G001001885	94.96
G001001925	91.19
G001001935	90.49
G001001955	94.93
G001002005	91.95
G001002015	88.74
G001002035	93.65
G001002095	88.45
G001002165	90.9
G001002185	89.34
G001002205	93.75
G001002285	92.99
G001002295	92.95
G001002325	93.33
G001002345	93.02
G001002355	93.55
G001002405	93.99
G001002415	94.03
G001002455	94.38
G001002485	91.58
G001002525	93.27
G001002565	90.26
G001002585	87.88
G001002605	91.79
G001002655	92.9
G001002765	90.25
G001002785	93.86
G001002795	87.0
G001002845	92.4
G001002885	93.97
G001002965	86.49
G001003045	86.03
G001003065	87.52
G001003085	92.71
G001003095	87.13
G001003155	93.03
G001003165	86.59
G001003225	90.08
G001003245	94.65
G001003265	92.95
G001003305	93.41
G001003325	90.35
G001003345	92.77
G001003385	94.19
G001003415	91.63
G001003425	87.83
G001003465	92.56
G001003525	91.06
G001003585	93.12
G001003605	85.39
G001003645	87.63
G001003675	91.76
G001003705	90.63
G001003725	90.97
G001003755	95.1
G001003785	92.54
G001003805	88.16
G001003845	90.37
G001003855	86.86
G001003905	92.71
G001004005	85.14
G001004025	90.19
G001004055	92.01
G001004105	90.92
G001004225	84.37
G001004265	90.32
G001004285	85.45
G001004305	90.59
G001004355	90.48
G001004375	90.08
G001004435	85.51
G001004445	89.67
G001004485	88.88
G001004575	88.93
G001004665	91.2
G001004735	88.63
G001004755	91.35
G001004775	88.93
G001004835	88.6
G001004905	90.69
G001004965	89.9
G001004985	89.76
G001005015	90.6
G001005035	89.1
G001005085	88.54
G001005145	91.22
G001005175	92.99
G001005215	88.28
G001005265	87.78
G001005305	90.98
G001005315	88.09
G001005825	89.14
G001005905	89.2
G001006045	93.08
G001006065	84.9
G001006085	89.76
G001006305	87.99
G001006805	81.24
G001007025	89.31
G001007045	89.27
G001007065	89.28
G001007085	89.29
G001007105	89.28
G001007125	89.26
G001007145	89.26
G001007605	89.47
G001007625	83.35
G001007635	87.62
G001007665	87.65
G001007875	88.5
G001007935	80.13
G001007995	89.37
G001008165	91.35
G001008755	84.69
G001010185	85.86
G001010245	85.75
G001010285	83.54
G001010485	90.44
G001010805	88.46
G001010945	91.91
G001011035	88.08
G001011155	88.6
G001012655	90.3
G001012675	90.22
G001012735	90.82
G001012745	90.55
G001012775	88.6
G001012815	86.19
G001012825	86.1
G001013375	85.4
G001013905	86.24
G001014615	90.33
G001014645	88.96
G001015055	84.18
G001017125	87.67
G001017175	84.7
G001017435	88.42
G001017485	88.38
G001017615	88.08
G001017655	89.34
G001020565	91.08
G001020585	89.25
G001020955	88.82
G001020985	88.25
G001021025	88.9
G001021045	90.9
G001021065	89.69
G001021085	80.3
G001021165	91.52
G001021385	93.21
G001021495	90.25
G001021505	92.7
G001021555	92.47
G001021715	90.65
G001021935	86.51
G001021975	87.75
G001022135	86.81
G001022195	87.24
G001023575	92.62
G001025035	93.01
G001025155	86.64
G001025175	87.11
G001026905	88.25
G001026945	88.26
G001026985	84.85
G001027005	71.78
G001027025	91.38
G001027285	91.4
G001027545	91.79
G001027745	90.47
G001027865	84.5
G001027925	87.5
G001027945	90.85
G001028025	87.62
G001028525	78.77
G001028545	78.71
G001028585	78.1
G001028605	79.24
G001028625	92.08
G001028645	85.71
G001028705	90.43
G001029265	89.46
G001029285	83.76
G001029295	83.76
G001029445	86.12
G001029455	84.21
G001029505	87.84
G001029635	87.53
G001029675	95.33
G001029715	93.42
G001029795	89.56
G001029935	82.75
G001037925	88.66
G001038205	87.94
G001038425	86.14
G001038485	86.34
G001038505	89.77
G001038565	81.04
G001038625	84.58
G001039045	84.5
G001039265	86.54
G001039275	88.59
G001039475	85.81
G001039555	83.43
G001039575	90.08
G001039615	83.69
G001039635	84.14
G001039735	83.39
G001040845	87.74
G001040865	88.59
G001040945	88.16
G001042405	88.07
G001042525	87.16
G001042545	87.16
G001042595	87.96
G001042635	85.36
G001042675	87.25
G001042695	88.46
G001042715	84.88
G001043175	89.06
G001043915	85.25
G001044175	89.28
G001044195	81.96
G001044235	90.75
G001044245	93.31
G001044335	95.46
G001044395	93.59
G001044495	88.0
G001044505	87.4
G001045435	88.65
G001045465	87.82
G001045525	85.94
G001045555	90.57
G001045675	87.14
G001046635	88.54
G001046855	84.49
G001046875	89.32
G001046955	90.74
G001047095	89.52
G001047115	89.06
G001047135	87.35
G001047215	88.09
G001047375	86.89
G001047695	87.59
G001049335	85.72
G001049355	93.1
G001049735	90.55
G001049775	86.29
G001049895	87.69
G001049915	89.97
G001050095	88.05
G001050115	78.82
G001050135	85.74
G001050215	92.23
G001050235	89.47
G001050255	91.65
G001050275	91.49
G001050305	87.17
G001050375	88.94
G001050435	80.16
G001050475	87.0
G001050535	85.13
G001050835	84.8
G001051235	90.13
G001051995	91.16
G001054195	90.31
G001054655	81.32
G001054945	89.43
G001055535	91.45
G001055885	91.13
G001056295	89.07
G001057055	88.86
G001062815	85.89
G001062845	85.56
G001063195	89.34
G001063255	82.29
G001063475	85.86
G001064655	85.32
G001064665	85.66
G001065625	85.93
G001065675	86.06
G001068545	83.21
G001070095	91.31
G001070855	91.97
G001074355	86.45
G001077715	63.29
G001077815	91.45
G001077885	85.7
G001078055	85.06
G001078275	92.13
G001078595	87.58
G001083795	89.23
G001122605	85.18
G001179925	96.63
G001179945	96.67
G001180045	96.62
G001180065	96.95
G001180145	96.28
G001180165	96.91
G001180325	90.44
G001182045	85.76
G001182745	89.6
G001182825	86.99
G001182895	87.01
G001183545	89.48
G001183565	85.32
G001183965	83.42
G001184205	87.53
G001184755	87.55
G001185205	91.01
G001186405	89.78
G001187435	87.37
G001187555	88.48
G001187595	89.69
G001187615	88.01
G001187725	87.02
G001187785	91.03
G001187845	91.74
G001187865	88.89
G001188365	85.18
G001188545	85.91
G001188915	84.25
G001189075	91.42
G001189095	90.52
G001189105	88.85
G001189195	90.34
G001189215	90.64
G001189275	89.06
G001189295	88.61
G001189495	91.16
G001189535	90.86
G001189575	75.91
G001189915	89.57
G001189955	87.72
G001189965	88.14
G001190015	77.23
G001190745	83.21
G001190755	91.95
G001190785	83.54
G001190945	92.1
G001191005	91.51
G001192655	87.99
G001192795	85.47
G001192835	87.13
G001202015	89.88
G001202025	89.63
G001202035	90.1
G001205715	91.37
G001235865	91.25
G001242845	69.86
G001243045	87.2
G001243895	81.36
G001244495	86.51
G001244545	89.06
G001244995	88.63
G001247715	89.66
G001247745	90.87
G001258055	89.41
G001261715	88.61
G001261735	90.42
G001261775	86.84
G001262015	81.33
G001262035	88.85
G001262055	89.01
G001262075	82.52
G001262495	92.56
G001262595	84.84
G001262605	86.09
G001262635	90.45
G001262715	88.95
G001263175	89.99
G001263205	89.95
G001263355	86.66
G001263395	86.92
G001263415	87.14
G001263615	86.61
G001263755	90.91
G001263795	87.86
G001264245	79.86
G001265075	85.69
G001266655	89.03
G001266675	89.04
G001266695	89.01
G001266715	89.03
G001266735	89.03
G001267155	90.85
G001267175	89.26
G001267535	87.04
G001267865	82.0
G001267925	88.3
G001267945	86.06
G001267955	91.0
G001269425	84.37
G001269985	84.49
G001270065	86.43
G001270375	82.55
G001270745	91.0
G001270965	88.78
G001273385	84.51
G001273495	88.01
G001273775	89.4
G001273835	90.18
G001273895	84.76
G001274535	88.26
G001274715	81.98
G001274775	86.91
G001274875	76.33
G001274895	89.15
G001274915	84.06
G001274935	85.04
G001274945	82.07
G001275035	89.89
G001275135	84.3
G001275345	88.66
G001275395	80.65
G001275645	84.9
G001276545	89.47
G001276605	82.93
G001276615	81.35
G001276625	84.93
G001276715	77.41
G001277345	85.09
G001277855	87.67
G001277995	87.23
G001278035	91.31
G001278055	88.46
G001278075	87.59
G001278115	89.84
G001278705	83.97
G001278755	83.41
G001278805	81.57
G001279585	85.65
G001279695	86.06
G001279725	86.75
G001279985	85.65
G001280145	85.32
G001280225	88.43
G001280435	91.58
G001280505	91.52
G001280515	92.7
G001280545	90.71
G001280565	85.51
G001280845	86.31
G001280865	92.9
G001280875	89.75
G001281045	90.85
G001281115	86.7
G001281175	87.9
G001281385	94.16
G001281405	81.7
G001281465	87.2
G001281505	89.04
G001281525	83.79
G001281695	91.87
G001282625	91.49
G001282665	87.09
G001282685	87.91
G001282725	86.78
G001282785	88.93
G001282905	82.66
G001282925	81.88
G001282945	91.62
G001283065	88.69
G001283625	88.53
G001286805	89.76
G001291445	91.92
G001292585	87.81
G001292625	90.85
G001292705	85.22
G001293125	89.16
G001293165	93.42
G001293525	90.91
G001293545	92.27
G001293565	91.33
G001294205	88.17
G001294445	87.93
G001294455	88.44
G001294465	82.08
G001294525	82.24
G001294535	89.34
G001294685	93.38
G001294745	92.53
G001295265	88.33
G001295365	83.62
G001295775	89.04
G001295795	90.65
G001295845	86.57
G001295865	93.11
G001295905	92.22
G001295935	90.55
G001296005	90.04
G001296025	91.52
G001296055	91.34
G001296945	79.01
G001297025	84.54
G001297765	89.41
G001297905	84.51
G001298135	82.45
G001298265	88.86
G001298445	81.78
G001298465	91.99
G001298505	88.05
G001298575	87.93
G001298675	90.07
